Fecha,Título,Enlace,Fuente,Término,Adjetivos,Sentimiento,Palabras Clave,Dominio Limpio
16/01/26,Presidente de la USO entrará a junta directiva de Ecopetrol para representar a los trabajadores de la empresa,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNeU80RHZnakpCMlZuX0l0VVR5WFRJVjNxNEFjMzdzZ3VIY2ZiVDlhVXpRd1N2UVF6cktlQlkyS1BhcXJ0LXhZejhaWW81eWFhVzdJMW9TS0ktcGQwbDVQdzdyeDkySkRxdVQtMm9yNWdwbUdOTzhmd3dmUWo2aWJEd3VLV0NsYWpJTVl2Rjl4U3dFOGlpZGJKUDhPTng4QWg5cnFzQ0haX0hIN0UwY1NIcVBLTlpIQnl5eTMxNTJKLTJjX3dMd2dnUUJmVjJhbDZrbXktVlRaeVJ5VzFGaW9jNVljRUVwY29iMGd3UGcxaTZXQdIB9wFBVV95cUxOWGZHNFp5bnh5c3JqNnNHVERqMVFJNk9mUGpTS3FUMFpEckpiU0RPeFFTNk9kX1NVNmRYa3VKMm5EUko2MENLU3hZcDNFd1UxeHBIX3NDUmN5STBQYzFyQU84VlZMUU55b0JQLUhBNnNjTG1Bamt2UGpjMHlIdFhJTC1fS2czemNlLXhiVjZMVVJRalFROWdEOTZzU0JuM1lIa2RuMVJVajA3aXZTYU83WXdqdnE2X3pvSFc2YWRHVUI3TjhiaEp1Z3hpTHhBLXdrMGhWTmJEQVgwSnR4djhPQ05mRTRNNmtya0hXcGktNlo3NkpYcVQ4?oc=5,eltiempo.com,Ecopetrol,['directiva'],Neutral,,eltiempo.com
16/01/26,Elegido nuevo miembro de la junta directiva de Ecopetrol: es representante de los trabajadores y presidente de la USO,https://news.google.com/rss/articles/CBMihAJBVV95cUxOWm1iQm55am5DQXZXRzN5N3hmVmM3dEFDTkZoWkNCWnowOS1qRlNUTTlhNzRqSkZTaVlPcnJ5UnA4bEhnUk5yT1gxeU1aeHVsbEpqU0NlYWVsSy1fX2lUTFZ1cGU3SDZFV3FvRVBhNjNoUC01VnBUQTR3Q0JGU0JTc1pZUjBTRW5XbHUxdUk2TnNPc00zVFdqMnRfcmNvS2VkenNwUlV1ZjV6cV90V2JheGpXMVNXbFZLZTNxZ1ZYMzZBWW9XSG9LMGJieHlSRHBBbEZEV0V0RXdXYmxOM3lwVWloNWN4SmJzTWw0TWo1bGR6cnN0QlFSMHpWQnpmQ05PRE5NVdIBigJBVV95cUxQYnVoSy1oVkN1YXFEUmo4NFV0VXUzX2tNTm9pWVlOUVEtWmE0aXp5NG5BOFQwanl4azhEMkxXVkdlTGtYTnV0b0tBYjc1UVJsVU8tWG81TFlRWVUzSTZaNEVDNHA3ME1wQ2VpME41cTFjRTkyem9XWTlDS3pJTGQyT1M3S21CM2JZRzY0QXZSUDJ0SEhDbVdWODRZWndDWGgwQUh1bGVSdDVPVG51amd0c2JacU8xX2d4Y3ZieTdIb2cwLWxISFZna0dGQkxGekZLNHdzM1F4MWJmMWhvQWtNVnc3WTdtVGZLd0RlTl9OVlBCR2tIQUFKWGVLa3dNSDc1X3RJQTFxc2lZQQ?oc=5,semana.com,Ecopetrol,"['Elegido', 'nuevo', 'directiva']",Neutral,,semana.com
16/01/26,Ya fue elegido el representante de los trabajadores en la junta de Ecopetrol: ¿quién es?,https://news.google.com/rss/articles/CBMizgFBVV95cUxNdzE0Z0VxazJHRE1FS1J4RkFjSjVfeHZTQkhIUi0wYzVla01SSHFZUlhtbUtZTUtHaWdNSHNseGRzWW5lY1FrdGQ5QUozNkhXTDFwYk5HeFZZWFB1dkV6TW1ZMm5aeWVlUXlPTUY1aXFyemZzQWVfMlhRSnp6X21UUERpSXJKaVR6TjRkTFByZWk4NXNiMnpNWlpjcTBERWp0cmwyVy12YzJ5TXE3ZmZLS2FBclVndm5iRmZZSVd2WHVIRUpKWDNDNzFpX0l0Zw?oc=5,elespectador.com,Ecopetrol,[],Neutral,,elespectador.com
16/01/26,"Acciones de Ecopetrol e ISA suben 2,31% y 7,6% en la jornada en el mercado local",https://news.google.com/rss/articles/CBMivwFBVV95cUxQczVuRXJpQ0ZQQ1k0VnRiS3NjSnlSS1FMblpzdkFjaFZHRVRXYUpTSjgyTmRncm9JOGJWUFBxVWVoWmM2Mkt6cXg3UDJfZjMtakhpVmotQzF1QnQ0T3ZCUWZPdDhkeHk2Mzg2cGxySnNUUEdEUTJBLUd4Qi1DSWNvRUdUQ0NPTEdha09fVlotNGtuamlFUXVlcVdVSHdvUDV3aFhod01uaVEza1g3YjE1VWNmU1p5Z3JjMnkyZkV5MNIBvwFBVV95cUxNRUJvMHlSYVRGbHA3UzF5dE1BMm5nTHVBX3I3OXQ3SVBjMUdPX3VHQWRWWkFrTy1sNDhmZG5oZWZpazU3dDNWQlhmUmpZcXU0WGtZNmlyZFFWMk9ubk5mdW5KMndhbVNfVW05VGF0RGM4ZnVLVjAzbU8wUzdONHJwZG54RlUzNWl4cU9qMm5SS0xmUmJ2dWNjVXM1a3RmRTVLZmswWFo3OTgtLUNqMjBweTFKVE9Ub1NfZ3dSZEMyUQ?oc=5,larepublica.co,Ecopetrol,['local'],Neutral,,larepublica.co
16/01/26,Ecopetrol,https://news.google.com/rss/articles/CBMizAFBVV95cUxQZ3N4d1IwRUp1RlBhcHhWemFpN1NsQW1FdFpzLUFrV0RhUTMxVTJHV2JkWElWaFNrbm5lbUQ2MGR2WXp3R21TU25jc2pWWXdNSUF6NnM4WWlIeVRQdmI4aUpOazdWYUlSQlhuZE0wb2o5WFFxVmFQNl93RmpVQmF5WGJ2R3RXRlBXMVhsbjJ1WWlrcTQ5T2VLYjhaMS1VMjVvUFE1Ylk2ekxxUzg2VENzdE1tWVFwYTgtSm1DejdNU1hHcExzUWdYdENIYko?oc=5,larepublica.co,Ecopetrol,[],Neutral,,larepublica.co
16/01/26,"César Loza, presidente de USO, será el representante de trabajadores en junta de Ecopetrol",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQTWJJb2lldHBEOTNOMUNaUWhyVU5sNUprN0dUUE1hRU5kMEhYb0taaXYwVDcxYWZGYV8xa05Vai1XcmJGbEhrcTdBcnBVS0Q4M3BIRWU5a2t3SHRlUkwwRGRsSzBYWjB1X3dsSHdoRnJGQTI4LWZkNGJsRjRzX3M4UThwTmNNcjlLUUVnd0JxSi1zY2RDMU84R0JpMTNlN3BCOWNZdHpGRldWeEtaUXBsS1VwTHJmRDdVaEdUZWdma3DSAdQBQVVfeXFMUG5QOTZjYWRDa2syNkozSTYyb2RoXzFuRk1aTFFERVdYMHNpRXVuaFI2QVZUaUQtVmhLWTltNzkycTBjXzJ3dzgwRFl4cW5ldjhsSGFZTmhBdW5iMVZrcU82RjNMSTdSUHlkUzEyU0o4V3JjTnNxRjJoOW5WaS1MalA3S1ZDbTNNN3RsaUlIR0FnN25aSG1oNXpxanJucHA2TkViV3FiRll2LVZRZEExNGRsYU5IRFI5MS03cjM2UFJxM2Z1V2ZJNlJ0OXlpV0ZscFJrRVk?oc=5,caracol.com.co,Ecopetrol,[],Neutral,,caracol.com.co
16/01/26,Ecopetrol abre la puerta a trabajadores y elige a César Eduardo Loza en su Junta Directiva | El Colombiano,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQSEpPSXAwTG9vNDgybEhQTlhQUEVxMXNqUUxXd3FkdloteFRUS1V5dzNLY24yX2I0eUpUNzUwZ0gtY1Bnd1I0dXBDRWpTaU91YXJBME95UFlUeTZpaV9EYmJ5NkgyTUgteEhBOExKWm5sNUlzak9SNUtaR0pscFJER2lkUTNWcnNJNWFCQWloeDF3aERtSWRoUkZUWWtxWGFyaG1BTnNPYkE4bDjSAbABQVVfeXFMUEJsN2VSdng1Y1kwaXlMSXlzUi1jSVRtcm5UOUs0dWVfTHdrdW5ZY0oxS0h3RmM5a0tCUUdyRVQxZHVOOVhyUk9XOGpqeTRYeFJ0WkZ2TGN0SlhxMHNHRm00LUY0emUwY1V5VmxQOEtTZXl3MDFHOS1PNTFXLVhvOTNEUVZKQ1EyZGdfbHpxbzY4TE9iMmxLYnVYODZjSUtYelE3cG1hU25WQ01BR05nelk?oc=5,elcolombiano.com,Ecopetrol,[],Neutral,,elcolombiano.com
16/01/26,Ecopetrol Archives,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9iNkZDSi1UUF9qQWxxNl8tN3ljNDVqZlJidkhVVFNWUFR1SGY0ZXFKMEpQeGJQY2RIaE5ORHR2M0F3aFFMenRaLTBQazhYQ2R2YXNoUk1EOHE5UFYxWUQwQw?oc=5,lasillavacia.com,Ecopetrol,[],Neutral,,lasillavacia.com
16/01/26,Presidente de la USO será el primer sindicalista en la junta de Ecopetrol,https://news.google.com/rss/articles/CBMisAFBVV95cUxNbzBmcEZ5eDJKQXNkWF9vQjc4a0swX1pLSjVYaldENEhYMmhSYWhmdklqd0ZWOHAxdEE3cTBCNlJBNlY5VmZ2SUxydG5EU3RaU0lKdF9CWVJTTm9tWWdzUzJwTnVmZnJnT21LbHpyTl9VT2I3eG9rWEF4VmtXWlZrUDhWQnFTV2x0X3E3cjZUZ3VRakpYTlZ5LWpocHktX0FtR1VtZmlYRHAybWRIWERHeg?oc=5,lasillavacia.com,Ecopetrol,['primer'],Neutral,,lasillavacia.com
16/01/26,Minminas pidió a Ecopetrol e Indumil retomar estudio para adquirir Monómeros,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQRldUcEoyTU5JWjB1WjdKU0MzVUNQcE9zSUh0dm1Rb1N5THFmQmRzNDI2b1RQV2pfb3ZXZUZzeVJJRGwxM1V0Y19veVF2TFlNc1RWaDBBYW1hRDNoU0tsMlhQSkRWSjhUc2VxMnlzVVB0cnV1ZlZTZFlJNzVXNzVMTUQ4Qk81bWxBX2U2YzRDS0RObTZpVVFpWFVyVXlOcnU2c3o5Z1F6dElveFFRNmpUZGU0Wi1fbEVCcVl6TzBjdnXSAdsBQVVfeXFMTkpJaTdLWjYyNG95R1dzOVhvUXN4bGFPMy13bVBFeHpuUzRPbDVEcl9rdk00d1R2TDBKaVoyUkktWXBESl93eFNISEN5eXJtcFRvRG1kaVVhQWtWTlczc3dsam5HQ201Z1REN0prMjVmOTA3aWJzT3c3Zm1lZXZ1d2JIM0hkM3gydEk1Z1drUXFLdXVrUkZFcEJXUzN0T3NPQ1Y5WDlLY2JCYXBHN0hOVElDYllIczZMLTduMXlPa3NrZ3R3YnlwdmxEUWZEYUx1anVQU2JHRk9YbnNJ?oc=5,elheraldo.co,Ecopetrol,[],Neutral,,elheraldo.co
16/01/26,"César Loza, presidente de la USO, designado como representante de los trabajadores en la junta de Ecopetrol",https://news.google.com/rss/articles/CBMi5gFBVV95cUxNMkRvNmF1SnRhbEdwejE4clVwV0EtbEJidWF1b1dpT3dUOWhDVHV2dm9mM09WSUlrVHZHcUhjM3lMS2tIWURTdkJOUzVWbHRiRmVuTWNUMFFvOE9IWEhFSGJETzAxSWF0UmEyWmx2dWRrUVlQWm1penhoUFFjYnZlQWk0TUhESUdxYTQ2TDhEY0JlUU1SQVl3eEFXVFhYVTZyS0RuNkFSdXJjU19Id25vNlRVV0Z3VnY2N0NmbGtXcklNbWJSNGthNG8tX0s0WDhaN001Y25MQTgwb0hVVVE1ZjcweVU0QdIBgAJBVV95cUxQRWl0bGhGMjlYRm9tQWZMM2J5di0tdW5rSlFray1lS0x0RnhBYjl6QnFoTUV1OVplWUtVRk05bVhQelhFU0hGbkNla3l3R29wUUtaaEtvcEVWTzJNQ0RTeDRvdVdYeklHMGItMGJheGtyX05ONldRNVFKa0tGS1NFUXlPbWxTQTZFLURNdkI0RFZQUWUtRm5iUVRrcWowY1h1b1lWMktyRlB1U2U0d2pkT194NUg5WnBNYVNtLTVHdFNDQWwxMFJ2V1NCTVYydFJNb1V6RHJLQ01mdmRnbGttclRfeWVveG9Wa3NrMndrUmxtajlNSWFIVDNVY0toQ3Ri?oc=5,elheraldo.co,Ecopetrol,['designado'],Negativa,GN,elheraldo.co
16/01/26,"Presidente de la USO, César Loza, representará a trabajadores en junta de Ecopetrol",https://news.google.com/rss/articles/CBMivAFBVV95cUxNUENzQ3J0VDNkNE42a3B4RzJLb3RmTVc1QXAwZ2FYaWhBMVNMdG1pU25WTmRXcldWYVdlT0Y4S01vZUNEQjUyZXNvVDM4OU5IcDgwRjYySGFVVzNCMjVJakRoSEZSc0l5QkJuWFFvVDJTWjhza0NlaExiZThGMDIzOHZzZWo0YzBYT01fdUlYSlNQZmFmRWFRUDNVQk1ON0gwd2puekRTODZfVndmRUpvbU9LUVpvWGZCZTFzedIBygFBVV95cUxOY2FjZjVXWHpWbzlFWFU2MWNxSzBHWDZ3cXhHME5QY2Nucnp1YUFUQjVYZUpSR3BPUHhJN09yTHEzbnBuYlVKcU5mSEhpSEt1Ym0yWUh1SWtJR19FYVR1ZVNkWnN1MHVsLU9iVmRKVl9LNzRiTEpmc3RhbDg3d1VhSUtlVzdGQU9qemhCYWFBeTduWE5rZ2k0WUVmeFBFWnFLZFBWSkF3S1lBZThSQS1iYzUtc2VRR1lhN3hSSlpLNW1jTWZGZk5mSTB3?oc=5,bluradio.com,Ecopetrol,[],Neutral,,bluradio.com
16/01/26,César Eduardo Loza será el nuevo representante de los trabajadores en la junta directiva de Ecopetrol,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNN1RXLUNzX0YxNUJ5Z3E2YVhSU1FFc0JfbmVpb2JjMVI2NEpKRUpHQzg0WkQzaEQ1blBZVEFFYUxXazlqSTJNLTI3Tkw4WXhuVjJxdzRTMDlwVUE1Y2Znc1JiOTNNM0F0VFJndmNhTEhxVGg5TkRFZEZFV1JESkVOSkNTNUlfaDJCWE8xMjRzdlNXc0IzalQ1OHBObEpLblRpbi1LdHA5WU9lek9nN1o2LXNWYmtjMTNGZFhyVW5Db3RrQkduWkpPMGZDM2t2YzJNR0VUX0dUbEM1UdIB3wFBVV95cUxQZ05BR0FYN1FYZF9yU0IzbUN0VVNHVm44emxSVS0wd2NVd0dsbmFsZEYzaVF6TnhKQktfVjJmZWJNY2xFejRraFFBZ080MGxBTER6Smg2OXM3V3ZiTk1FbVMzSWFlZlE4dV9tdVNhN0RsemctdUtFa0tqbGc5UnVocjk0dmZ2RzQ5TTQ1MkI0d0NSSEpfMnVqRzk3QnpHaHB0TVhOUUNnc0Vxc1hlbk5UNW1CT1U0Mm5zWmJxZUwtT01HY2RaSXkwZWVMR1VYT0ZtWGhUamlVQnYtM0VrV1E4?oc=5,portafolio.co,Ecopetrol,"['nuevo', 'directiva']",Neutral,,portafolio.co
16/01/26,"Cesar Eduardo Loza, presidente de la USO, llega a la junta directiva de Ecopetrol",https://news.google.com/rss/articles/CBMixAFBVV95cUxNVlp2ZDhZdXhkSzhaR0NsNHFIc0ZhQzZPYUpYVzZUMUItcGNIbVJieGJhY3ZneVJGeVB3RXhVaFNXcjlYZl9NOU5zZzhLWTM0aTlDZGQzLVRYOHp4TW1KOXV4WG1kcHBFd2RSR19wajBfY1F5X0xrb1g4bkVsMVpQUi1iVTR3ZG5fdUUwb0NUYkk1R3doOVc0NlEzbVVHeHhWVmRweDdSXzkwa3dWLTdMSWNnTEpFY2ZaVkRvanVyODI0bi0y?oc=5,diariolalibertad.com,Ecopetrol,['directiva'],Neutral,,diariolalibertad.com
16/01/26,La Unión Sindical Obrera eligió a Cesar Eduardo Loza como representante en la junta directiva de Ecopetrol,https://news.google.com/rss/articles/CBMi5gFBVV95cUxOc0hXaEpPc0xFRDVYTldSQ2lJS3dJVEpzU0FqZnlZRU5mTnRGLUtCVUk3WHprZzVSdl81Ri0yanBCODhVaXpLSENKNHVnLUJ0WV92RW1PekgyWnBhTU9XelAxOVMzYzNfZWMza3ZkR0hqOW9KSG03Z3dFemx0akYtMTVmSFp1THYzelVCZy1zekNmZjEyOUQ4d1BlWDRQZG82S0ZteGJzWVNhc0JXN1RYeWlkMFBBYXkyMGJCNjc2aXVBdFJrUV9VTG1vSEhIejcwVlp4QXlFQWIxYVBGM1Z4QzQwdXZYZ9IBgAJBVV95cUxQVE1kWWJGajEySTZXMFlNd2Z0aWxOQ2wteW5zSXl6VE5OeDRRektNTjhqc2xZY2dFQlh4dUxDN0FjOGlxZm0xYzlCbTJGTVpJNWMzcTJrSFVoSzlYNl8tenY2dmt0Mjc2RXNwbGljWVVaaENaUmlpZ2t6VlF1cUdBZFl2TGU2R3AxR0NhVDl0dmFtSmhfZkZUQUt3M3B3UGZOX195aDJCZmc1ZHpEUEsxbl9YSkdFbm4zZFJfTjVKakpKNlp4N1NwUElWalBDdF83TTBLQWI3NXFQaHlEQW1mOXZ2RDd6elpRR2xRa0ptZF9lUjRiLXFMNlRsX1ZHTGlX?oc=5,infobae.com,Ecopetrol,['directiva'],Neutral,,infobae.com
16/01/26,César Eduardo Loza Arenas fue elegido por trabajadores de Ecopetrol para la Junta Directiva,https://news.google.com/rss/articles/CBMitwFBVV95cUxNS2tDY0FtME9JTUVxTWVJMXhFb2NXeVZVZ1BCbjBBaW9jUndNV1diUE00dEFQNjU4eVpXSU9IbEh6Nkw3TXZRSFgzWW1ybVZyaTJLeVB2UkI2QkVkdWY0VHdfN2hnYTZiRjV6d0thZTRlYW5lZ2J5N1UyTkFVT3AyRHJIVDEyRlBueGZvZ3cwQm5qRUl4MzgxSEFndzM5aXFJQWdaOVhYVVZfbTJodVlNQXBLVnhVRzQ?oc=5,ifmnoticias.com,Ecopetrol,[],Neutral,,ifmnoticias.com
16/01/26,Tarifas eléctricas: Claves técnicas para una reglamentación eficiente de la Ley 32249,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQQS1KU1h1NjJIMXhTSnBUbGhLZC1rOFJfU3I3QmR4ZUVnMXhYZTNUWUZKNVloeHpUZklGWnI3eDRJWF8xZERGMW1SZ0NieEg1bkM4WGVXMElFMFRKdVoyUUlSRE01MmpqYjNKYmxacVZmd3JmNnVvd0V5MlhjUVducDlPY1pnTXd2UGU1dE9ackhGWkRsSmZYOF9rWW1tdFlLdkttcGRFWmY1UWxWT2wtUmlIV1RJRFpEWS1lZENZV09fZUnSAd4BQVVfeXFMTnhXeHVtZW9jS1RfQlVOa3FJRnN4Q1k1Yk1Xa0dGTFNOZlRTV1cwcVJIc0pyS3RDWk5GZ2lHdGthbWR3VUw5bG9iYmpDbEZsNDJ6V2ZYT0xiNnhiSnpKVTdiS2RjaUVhdy15WXNyaTVEOXphdWVva2dfeHc5ODhqM0h5UXJxY21PdkNtYVoxblRSU3NjZGIwNTUzOEhCMmZiaGQ2WEROQzBnVzNXaFZvb01XUXIwTWt2RDQ2ci1oT2QtRWc2NFMtclRCZkdlRHcxWjBVWWMxQjY3dmZYck13?oc=5,infobae.com,Tarifas eléctricas,"['eléctricas', 'técnicas', 'eficiente']",Neutral,,infobae.com
17/01/26,Afinia implementa códigos QR para que usuarios califiquen la atención en campo,https://news.google.com/rss/articles/CBMiekFVX3lxTE9qcVFOWkVPMUQ0bXdFYnQyeXRJVW90M0E5dmVfMFNfZEY5UFZHYW5pLUJTUFQ1bU9pYnFMeUl6amtQOHJDVU15aG9RX0hyeVI4bkRoM2J5d1ZpbkFGWEw4S0kzaDZMS2ZGdzNLaXFLNlU5d09UVmppcmR3?oc=5,chicanoticias.com,Afinia,['usuarios'],Neutral,,chicanoticias.com
